04D4jw      0.95887100.9610000024.77308700.1253370-0.70167600.3937370-0.19998700.064323011.2260000 0.100500053286.34475700.6078110 0.0088190-0.0028870 0.00552801334.3287200-17.6654950-0.0273540
04D4jy      0.92790900.9300000024.75972300.1212750 0.08623200.4522490-0.11418900.0694320 8.3570000 1.803000053289.06016000.7503570 0.0103520-0.0028040 0.00660601333.4649020-17.4048950-0.0242260
05D1az      0.84052200.8420000024.25428100.1012880 1.86199400.3692530-0.01300300.0599130 8.6310000 0.633500053603.18821400.3922160 0.0084170-0.0002580 0.00479401 36.3021080 -4.6023350-0.0154530
05D1cb      0.63069900.6320000023.70097400.0915760-0.24679600.2039010 0.00144300.042662010.1110000 0.079500053616.78160100.2999180 0.0012980 0.0007610 0.00032601 36.7377330 -4.1175670-0.0006800
05D1cc      0.56275100.5640000023.50664500.0903290-0.14827600.1543720-0.00906600.0316760 9.3160000 0.202500053607.88935300.2288980 0.0019870 0.0005880 0.00125701 36.6298660 -4.1648010 0.0011970
05D1ck      0.61569800.6170000024.07074400.0922380-0.09468700.2336780 0.10895800.0390390 9.7240000 0.172000053628.25372600.2625310 0.0034860 0.0004210 0.00064801 36.1035400 -4.7128000-0.0001370
05D1cl      0.82852800.8300000024.36158800.1008530 2.29241200.3443300-0.06724500.0576160 8.4200000 0.474500053627.26505100.4954570 0.0066990-0.0006440 0.00041501 36.2735630 -4.2208180-0.0143120
05D1dn      0.56474100.5660000023.28514100.0897090 1.22957500.2233540-0.02123900.035307010.2340000 0.047000053649.38250900.3289160 0.0019410 0.0003850 0.00005701 36.1110400 -4.9915580 0.0011620
05D1dx      0.57874500.5800000023.27859500.0893430 0.65072300.1221950-0.04540100.0307160 9.4160000 0.113000053666.52537800.1687570 0.0006650 0.0004060-0.00009301 36.9457910 -4.0324900 0.0008870
05D1ee      0.55774300.5590000023.52202800.0902910-0.59430600.1880300 0.00042900.035409010.9730000 0.087500053660.63427900.2023480 0.0022530 0.0004700 0.00027701 36.1947860 -4.0004850 0.0012780
05D1em      0.86449700.8660000024.27732900.1029860 0.23109100.2915110-0.14167600.059074011.0430000 0.047000053667.79579300.3943950 0.0042050-0.0009740 0.00203801 36.0230100 -4.9399060-0.0177980
05D1eo      0.73560800.7370000024.30020800.0967640-1.46440800.3016760-0.05169600.066321011.1250000 0.177000053667.10343400.4390560 0.0042160-0.0000550 0.00173001 36.3464210 -4.6426710-0.0065140
05D1er      0.85850700.8600000024.62235500.1061730 0.41444500.4466030 0.07525300.074018010.3790000 0.148000053667.19812300.5807080 0.0082460-0.0013720 0.00651301 36.4227360 -4.0045350-0.0172050
05D1hk      0.26198400.2630000021.18979700.0873900 1.38025500.1200420-0.01034200.0260240 8.9300000 0.147000053717.91713900.1162960 0.0012390 0.0006840 0.00008901 36.1632340 -4.6342530-0.0012860
05D1hm      0.58574300.5870000024.08778900.0926770 1.09706300.2899140 0.14791400.0415310 9.8540000 0.177000053696.05743500.4011280 0.0051300 0.0006920 0.00249101 36.9425720 -4.7172860 0.0007260
05D1if      0.76158000.7630000024.04003100.0967230 0.17712200.2513130-0.05695000.0528540 6.0000000 5.000000053715.51786800.2133550 0.0049890 0.0000320 0.00014901 36.1238710 -4.5703380-0.0084770
05D1ix      0.48880000.4900000022.86848400.0883900 0.54503800.1366980-0.06840500.0267260 7.4660000 0.709500053719.43526500.1328720 0.0013610 0.0005010 0.00032201 36.0831960 -4.6700040 0.0016780
05D1iz      0.85851600.8600000024.42710100.1164500 1.15847900.7032750-0.13663300.0804840 8.9110000 0.772000053694.62235600.8181840 0.0289400-0.0003210 0.02449701 36.5532020 -4.7733700-0.0172060
05D1ke      0.68865600.6900000023.60442800.0922980 0.22777000.2566640-0.10754100.0497450 8.8510000 0.332500053731.34598500.3416120 0.0015330 0.0004900 0.00126201 36.6928820 -4.8624960-0.0034690
05D1kl      0.55874300.5600000024.14874600.0928980 0.65800400.2960280 0.13300700.0409580 8.4250000 0.282500053742.92744600.4144530 0.0046330 0.0005910 0.00115701 36.1397450 -4.3189600 0.0012620
05D2ab      0.32453200.3230000021.99337500.0861210-0.14691800.0850370-0.03962800.022341010.0980000 0.080000053381.26227900.1022720 0.0004390 0.0005000 0.00025301150.4618590  2.1063290-0.0006300
05D2ac      0.48070400.4790000022.67105100.0877360 1.12350700.1122020-0.05405900.024921011.1530000 0.058500053374.62809500.1524540 0.0005320 0.0004340-0.00006001149.7468120  2.4895040 0.0016460
05D2ah      0.18537100.1840000020.75895500.0855220-0.07511300.0476450 0.00122200.0241630 9.2100000 0.014500053382.69978900.0633130-0.0000360 0.0005780-0.00014701150.3697000  1.8627320-0.0003790
